Tabelle: 12621-0001
Sterbetafel (Periodensterbetafel): Deutschland, Jahre,;;;;;;;;;;;;;;
Geschlecht, Vollendetes Alter;;;;;;;;;;;;;;
Sterbetafeln;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Deutschland;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Geschlecht;;;;;;;;;;;;;;;;;;;;;;;;;;;
;männlich;;;;;;;;;;;;;;weiblich;;;;;;;;;;;;;
;Sterbewahrscheinlichkeit [q(x)];;Überlebenswahrscheinlichkeit [p(x)];;Überlebende [l(x)];;Gestorbene [d(x)];;Bis zum Alter x+1 durchlebte Jahre [L(x)];;Insgesamt noch zu durchlebende Jahre [T(x)];;Durchschnittliche Lebenserwartung [e(x)];;Sterbewahrscheinlichkeit [q(x)];;Überlebenswahrscheinlichkeit [p(x)];;Überlebende [l(x)];;Gestorbene [d(x)];;Bis zum Alter x+1 durchlebte Jahre [L(x)];;Insgesamt noch zu durchlebende Jahre [T(x)];;Durchschnittliche Lebenserwartung [e(x)];
;Ziffer;Ziffer;Ziffer;Ziffer;Anzahl;Anzahl;Anzahl;Anzahl;Jahre;Jahre;Jahre;Jahre;Jahre;Jahre;Ziffer;Ziffer;Ziffer;Ziffer;Anzahl;Anzahl;Anzahl;Anzahl;Jahre;Jahre;Jahre;Jahre;Jahre;Jahre
2016/18;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0 Jahre;0,00356226;e;0,99643774;e;100000;e;356;e;99692;e;7847962;e;78,48;e;0,00300534;e;0,99699466;e;100000;e;301;e;99741;e;8326646;e;83,27;e
1 Jahr;0,00027641;e;0,99972359;e;99644;e;28;e;99630;e;7748270;e;77,76;e;0,00024794;e;0,99975206;e;99699;e;25;e;99687;e;8226904;e;82,52;e
2 Jahre;0,00015611;e;0,99984389;e;99616;e;16;e;99608;e;7648640;e;76,78;e;0,00012423;e;0,99987577;e;99675;e;12;e;99669;e;8127217;e;81,54;e
3 Jahre;0,00010894;e;0,99989106;e;99601;e;11;e;99595;e;7549031;e;75,79;e;0,00010313;e;0,99989687;e;99662;e;10;e;99657;e;8027549;e;80,55;e
4 Jahre;0,00010653;e;0,99989347;e;99590;e;11;e;99585;e;7449436;e;74,80;e;0,00009569;e;0,99990431;e;99652;e;10;e;99647;e;7927891;e;79,56;e
5 Jahre;0,00010046;e;0,99989954;e;99579;e;10;e;99574;e;7349852;e;73,81;e;0,00008908;e;0,99991092;e;99643;e;9;e;99638;e;7828244;e;78,56;e
6 Jahre;0,00009091;e;0,99990909;e;99569;e;9;e;99565;e;7250277;e;72,82;e;0,00008846;e;0,99991154;e;99634;e;9;e;99629;e;7728606;e;77,57;e
7 Jahre;0,00008614;e;0,99991386;e;99560;e;9;e;99556;e;7150713;e;71,82;e;0,00004646;e;0,99995354;e;99625;e;5;e;99623;e;7628977;e;76,58;e
8 Jahre;0,00008552;e;0,99991448;e;99552;e;9;e;99547;e;7051157;e;70,83;e;0,00006968;e;0,99993032;e;99620;e;7;e;99617;e;7529354;e;75,58;e
9 Jahre;0,00008001;e;0,99991999;e;99543;e;8;e;99539;e;6951610;e;69,84;e;0,00006117;e;0,99993883;e;99613;e;6;e;99610;e;7429737;e;74,59;e
10 Jahre;0,00007924;e;0,99992076;e;99535;e;8;e;99531;e;6852070;e;68,84;e;0,00005849;e;0,99994151;e;99607;e;6;e;99604;e;7330127;e;73,59;e
11 Jahre;0,00007740;e;0,99992260;e;99527;e;8;e;99523;e;6752539;e;67,85;e;0,00007733;e;0,99992267;e;99601;e;8;e;99598;e;7230523;e;72,59;e
12 Jahre;0,00006884;e;0,99993116;e;99520;e;7;e;99516;e;6653016;e;66,85;e;0,00007852;e;0,99992148;e;99594;e;8;e;99590;e;7130925;e;71,60;e
13 Jahre;0,00009588;e;0,99990412;e;99513;e;10;e;99508;e;6553500;e;65,86;e;0,00009421;e;0,99990579;e;99586;e;9;e;99581;e;7031336;e;70,61;e
14 Jahre;0,00013566;e;0,99986434;e;99503;e;13;e;99496;e;6453992;e;64,86;e;0,00009221;e;0,99990779;e;99576;e;9;e;99572;e;6931754;e;69,61;e
15 Jahre;0,00015987;e;0,99984013;e;99490;e;16;e;99482;e;6354496;e;63,87;e;0,00012167;e;0,99987833;e;99567;e;12;e;99561;e;6832183;e;68,62;e
16 Jahre;0,00024747;e;0,99975253;e;99474;e;25;e;99461;e;6255014;e;62,88;e;0,00014725;e;0,99985275;e;99555;e;15;e;99548;e;6732621;e;67,63;e
17 Jahre;0,00027475;e;0,99972525;e;99449;e;27;e;99435;e;6155552;e;61,90;e;0,00013616;e;0,99986384;e;99541;e;14;e;99534;e;6633074;e;66,64;e
18 Jahre;0,00038318;e;0,99961682;e;99422;e;38;e;99403;e;6056117;e;60,91;e;0,00019702;e;0,99980298;e;99527;e;20;e;99517;e;6533540;e;65,65;e
19 Jahre;0,00039767;e;0,99960233;e;99384;e;40;e;99364;e;5956714;e;59,94;e;0,00017479;e;0,99982521;e;99507;e;17;e;99499;e;6434023;e;64,66;e
20 Jahre;0,00043184;e;0,99956816;e;99344;e;43;e;99323;e;5857350;e;58,96;e;0,00018488;e;0,99981512;e;99490;e;18;e;99481;e;6334524;e;63,67;e
21 Jahre;0,00040526;e;0,99959474;e;99301;e;40;e;99281;e;5758028;e;57,99;e;0,00016490;e;0,99983510;e;99472;e;16;e;99463;e;6235043;e;62,68;e
22 Jahre;0,00045366;e;0,99954634;e;99261;e;45;e;99239;e;5658746;e;57,01;e;0,00016281;e;0,99983719;e;99455;e;16;e;99447;e;6135580;e;61,69;e
23 Jahre;0,00040954;e;0,99959046;e;99216;e;41;e;99196;e;5559508;e;56,03;e;0,00017996;e;0,99982004;e;99439;e;18;e;99430;e;6036133;e;60,70;e
24 Jahre;0,00047486;e;0,99952514;e;99175;e;47;e;99152;e;5460312;e;55,06;e;0,00017994;e;0,99982006;e;99421;e;18;e;99412;e;5936703;e;59,71;e
25 Jahre;0,00043792;e;0,99956208;e;99128;e;43;e;99107;e;5361160;e;54,08;e;0,00019022;e;0,99980978;e;99403;e;19;e;99394;e;5837291;e;58,72;e
26 Jahre;0,00045886;e;0,99954114;e;99085;e;45;e;99062;e;5262054;e;53,11;e;0,00018820;e;0,99981180;e;99384;e;19;e;99375;e;5737897;e;57,73;e
27 Jahre;0,00046183;e;0,99953817;e;99039;e;46;e;99017;e;5162992;e;52,13;e;0,00021518;e;0,99978482;e;99366;e;21;e;99355;e;5638522;e;56,75;e
28 Jahre;0,00048486;e;0,99951514;e;98994;e;48;e;98970;e;5063975;e;51,15;e;0,00023564;e;0,99976436;e;99344;e;23;e;99332;e;5539167;e;55,76;e
29 Jahre;0,00052165;e;0,99947835;e;98946;e;52;e;98920;e;4965006;e;50,18;e;0,00025877;e;0,99974123;e;99321;e;26;e;99308;e;5439835;e;54,77;e
30 Jahre;0,00056139;e;0,99943861;e;98894;e;56;e;98866;e;4866086;e;49,21;e;0,00031713;e;0,99968287;e;99295;e;31;e;99279;e;5340527;e;53,78;e
31 Jahre;0,00061587;e;0,99938413;e;98839;e;61;e;98808;e;4767220;e;48,23;e;0,00031400;e;0,99968600;e;99264;e;31;e;99248;e;5241247;e;52,80;e
32 Jahre;0,00063400;e;0,99936600;e;98778;e;63;e;98746;e;4668411;e;47,26;e;0,00034263;e;0,99965737;e;99232;e;34;e;99215;e;5141999;e;51,82;e
33 Jahre;0,00073168;e;0,99926832;e;98715;e;72;e;98679;e;4569665;e;46,29;e;0,00036033;e;0,99963967;e;99198;e;36;e;99181;e;5042784;e;50,84;e
34 Jahre;0,00076954;e;0,99923046;e;98643;e;76;e;98605;e;4470986;e;45,33;e;0,00040600;e;0,99959400;e;99163;e;40;e;99143;e;4943603;e;49,85;e
35 Jahre;0,00080225;e;0,99919775;e;98567;e;79;e;98527;e;4372381;e;44,36;e;0,00041213;e;0,99958787;e;99122;e;41;e;99102;e;4844461;e;48,87;e
36 Jahre;0,00085947;e;0,99914053;e;98488;e;85;e;98445;e;4273854;e;43,39;e;0,00045850;e;0,99954150;e;99082;e;45;e;99059;e;4745359;e;47,89;e
37 Jahre;0,00097983;e;0,99902017;e;98403;e;96;e;98355;e;4175409;e;42,43;e;0,00047466;e;0,99952534;e;99036;e;47;e;99013;e;4646300;e;46,92;e
38 Jahre;0,00106768;e;0,99893232;e;98307;e;105;e;98254;e;4077054;e;41,47;e;0,00060325;e;0,99939675;e;98989;e;60;e;98959;e;4547287;e;45,94;e
